simID	Nanc	Ncur	Time
sim4729	457	2371	1147
sim4730	14029	4484	269
sim4731	476	17907	119
sim4732	26109	12482	9716
sim4733	379	35	21
sim4734	874	40	31
sim4735	29716	62	22
sim4736	86	1846	913
sim4737	840	26411	636
sim4738	20999	266	15
sim4739	31	12533	28
sim4740	23658	5213	26
sim4741	507	5779	389
sim4742	204	301	245
sim4743	897	27	23
sim4744	295	472	69
sim4745	35	45390	176
sim4746	940	754	11
sim4747	5266	67	14
sim4748	38	136	68
sim4749	680	248	13
sim4750	91	1091	364
sim4751	58	18	13
sim4752	21	79	17
sim4753	523	9705	11
sim4754	107	14754	89
sim4755	10395	25	21
sim4756	65	46	37
sim4757	14674	387	40
sim4758	11	3760	12
sim4759	12	18697	1892
sim4760	21027	19550	844
sim4761	58	55	14
sim4762	356	1257	15
sim4763	42	18	10
sim4764	656	82	24
sim4765	43883	15	11
sim4766	240	23	17
sim4767	16550	24690	17831
sim4768	26759	2373	382
sim4769	761	25126	864
sim4770	2745	15	14
sim4771	15	10	10
sim4772	351	2155	1132
sim4773	8137	424	249
sim4774	21	1945	289
sim4775	46192	6560	369
sim4776	601	48	13
sim4777	22	343	67
sim4778	12	13	10
sim4779	40031	313	82
sim4780	21	38421	10
sim4781	15322	23198	413
sim4782	2372	172	55
sim4783	4515	145	139
sim4784	5612	15468	491
sim4785	31151	387	134
sim4786	885	768	224
sim4787	35	25984	622
sim4788	408	1942	1932
sim4789	422	1217	144
sim4790	776	7380	139
sim4791	11479	10640	23
sim4792	378	1709	49
sim4793	90	26806	19895
sim4794	21	52	22
sim4795	15	29	24
sim4796	42	2943	170
sim4797	232	24	14
sim4798	467	41	29
sim4799	7927	7388	389
sim4800	220	27761	134
sim4801	447	5329	1911
sim4802	47	14490	5228
sim4803	99	20875	180
sim4804	14	986	155
sim4805	24216	4689	34
sim4806	801	29954	21588
sim4807	15	22471	3080
sim4808	13234	2334	71
sim4809	29126	1851	87
sim4810	379	309	143
sim4811	6299	13	12
sim4812	504	2875	28
sim4813	1324	1113	306
sim4814	12327	46843	2002
sim4815	12766	382	146
sim4816	319	21374	5255
sim4817	11	12	11
sim4818	4090	10	10
sim4819	19103	79	27
sim4820	7668	46465	6203
sim4821	1179	38	24
sim4822	1406	3503	3102
sim4823	212	139	34
sim4824	270	11734	51
sim4825	1239	42	27
sim4826	147	12	12
sim4827	111	23114	256
sim4828	114	34178	1583
sim4829	49	12	11
sim4830	7387	15998	37
sim4831	31	2902	191
sim4832	838	3040	50
sim4833	43	22225	7552
sim4834	49	2305	1339
sim4835	195	1052	37
sim4836	14	1018	50
sim4837	2628	300	15
sim4838	20410	17	12
sim4839	26	102	13
sim4840	252	219	86
sim4841	2174	36	28
sim4842	737	1284	131
sim4843	1009	21587	1415
sim4844	7728	4859	149
sim4845	1842	477	349
sim4846	21175	29367	8038
sim4847	334	31325	726
sim4848	10598	424	19
sim4849	240	30671	62
sim4850	585	602	48
sim4851	17	251	30
sim4852	10720	1146	109
sim4853	17123	59	49
sim4854	5669	5092	1532
sim4855	687	157	21
sim4856	11696	11943	234
sim4857	2704	446	88
sim4858	10235	3721	2172
sim4859	259	26	16
sim4860	205	123	92
sim4861	118	25	15
sim4862	27589	1392	10
sim4863	318	54	12
sim4864	844	22320	335
sim4865	4962	16220	8444
sim4866	2986	684	298
sim4867	11	32	16
sim4868	338	3994	95
sim4869	1120	17141	108
sim4870	7260	19	12
sim4871	15	133	23
sim4872	6164	353	118
sim4873	5282	9074	2778
sim4874	964	4892	1391
sim4875	39456	67	25
sim4876	1240	24	12
sim4877	12	6805	5595
sim4878	6683	461	97
sim4879	202	278	25
sim4880	15615	148	14
sim4881	1644	16	13
sim4882	1291	14	14
sim4883	30730	12	10
sim4884	473	5045	43
sim4885	368	73	19
sim4886	7257	27344	20946
sim4887	13	449	29
sim4888	15851	7546	16
sim4889	12	179	96
sim4890	2009	6338	2718
sim4891	41250	209	46
sim4892	29	1085	158
sim4893	23000	186	84
sim4894	36	18	14
sim4895	7588	93	49
sim4896	3205	1822	1243
sim4897	1827	31241	9876
sim4898	730	5505	1613
sim4899	1220	6467	11
sim4900	47	975	53
sim4901	8285	916	13
sim4902	464	280	39
sim4903	370	42	16
sim4904	32	30	14
sim4905	30	34	13
sim4906	45	1096	197
sim4907	12	94	14
sim4908	30538	1746	12
sim4909	24	92	66
sim4910	45	1021	18
sim4911	46757	20	15
sim4912	78	29	10
sim4913	62	13	12
sim4914	91	239	81
sim4915	15522	19462	33
sim4916	2382	413	19
sim4917	16	23	18
sim4918	15386	385	18
sim4919	125	26	17
sim4920	39	2205	12
sim4921	33599	29	14
sim4922	11538	15	13
sim4923	43	2110	730
sim4924	20852	973	20
sim4925	243	1561	10
sim4926	150	18394	2213
sim4927	363	16	14
sim4928	104	3853	181
sim4929	18	31	14
sim4930	24	197	68
sim4931	5525	20418	758
sim4932	1059	1287	1134
sim4933	23	1021	492
sim4934	11503	64	19
sim4935	363	20490	1020
sim4936	19436	11	10
sim4937	127	591	356
sim4938	3641	1191	167
sim4939	15	133	21
sim4940	573	46	28
sim4941	183	22998	736
sim4942	102	11	10
sim4943	78	99	11
sim4944	138	18151	671
sim4945	1347	1313	38
sim4946	4526	160	117
sim4947	19	757	210
sim4948	2491	12445	21
sim4949	325	78	44
sim4950	72	1419	11
sim4951	649	9606	47
sim4952	4086	15	13
sim4953	123	6207	2055
sim4954	4782	55	31
sim4955	392	2607	500
sim4956	2181	3077	68
sim4957	5494	295	36
sim4958	55	28	11
sim4959	35	143	64
sim4960	14	3369	468
sim4961	40	968	566
sim4962	938	1443	348
sim4963	34366	109	20
sim4964	638	4934	385
sim4965	78	761	689
sim4966	3098	270	148
sim4967	1036	243	55
sim4968	39101	701	44
sim4969	74	10551	738
sim4970	30518	18	15
sim4971	380	12437	3963
sim4972	1248	12	12
sim4973	15742	20513	2811
sim4974	38395	25	23
sim4975	1042	1270	272
sim4976	1070	71	17
sim4977	15958	254	164
sim4978	8432	1732	19
sim4979	88	49025	475
sim4980	23476	41	19
sim4981	30	11166	8479
sim4982	23	25938	19988
sim4983	25476	12	11
sim4984	9551	442	396
sim4985	7453	305	233
sim4986	21571	20005	29
sim4987	20208	104	50
sim4988	913	119	22
sim4989	1077	5895	3681
sim4990	144	147	72
sim4991	23050	25597	356
sim4992	46	7061	32
sim4993	1801	3484	83
sim4994	40704	714	269
sim4995	1326	398	81
sim4996	430	1706	781
sim4997	1576	6378	3694
sim4998	38514	981	161
sim4999	688	16	16
sim5000	11	5287	39
